date,season,normalized_season,round_number,match_number,home_team,away_team,home_goals,away_goals,official_sign,is_pleno15,official_round_id,match_id,home_team_raw,away_team_raw,home_team_normalized,away_team_normalized,home_team_canonical,away_team_canonical,mapping_status,competition,competition_type,data_quality,source,status,has_pleno15,total_matches,result_by_draw,kickoff,imported_at,prize_info_available,revenue_available
2008-09-21,2008-2009,2008-2009,5,4,Espanyol,Getafe,1,1,X,false,official-2008-2009-5,official-2008-2009-5-4,Espanyol,Getafe,espanyol,getafe,Espanyol,Getafe,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-21T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-21,2008-2009,2008-2009,5,5,Sporting de Gijón,Barcelona,1,6,2,false,official-2008-2009-5,official-2008-2009-5-5,Sporting de Gijón,Barcelona,sporting,barcelona,Sporting,Barcelona,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-21T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-21,2008-2009,2008-2009,5,6,Racing De Santander,Real Madrid,0,2,2,false,official-2008-2009-5,official-2008-2009-5-6,Racing De Santander,Real Madrid,racingsantander,realmadrid,Racing Santander,Real Madrid,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-21T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-21,2008-2009,2008-2009,5,7,Numancia,Villarreal,1,2,2,false,official-2008-2009-5,official-2008-2009-5-7,Numancia,Villarreal,numancia,villarreal,Numancia,Villarreal,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-21T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-21,2008-2009,2008-2009,5,8,Deportivo,Mallorca,0,0,X,false,official-2008-2009-5,official-2008-2009-5-8,Deportivo,Mallorca,deportivo,mallorca,Deportivo,Mallorca,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-21T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-21,2008-2009,2008-2009,5,9,Valencia,Osasuna,1,0,1,false,official-2008-2009-5,official-2008-2009-5-9,Valencia,Osasuna,valencia,osasuna,Valencia,Osasuna,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-21T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-21,2008-2009,2008-2009,5,10,R. Zaragoza,Elche,2,0,1,false,official-2008-2009-5,official-2008-2009-5-10,R. Zaragoza,Elche,zaragoza,elche,Zaragoza,Elche,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-21T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-21,2008-2009,2008-2009,5,11,Ucam Murcia,Las Palmas,0,0,X,false,official-2008-2009-5,official-2008-2009-5-11,Ucam Murcia,Las Palmas,ucammurcia,laspalmas,UCAM Murcia,Las Palmas,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-21T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-21,2008-2009,2008-2009,5,12,Hércules,Real Sociedad,1,1,X,false,official-2008-2009-5,official-2008-2009-5-12,Hércules,Real Sociedad,hercules,realsociedad,Hércules,Real Sociedad,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-21T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-21,2008-2009,2008-2009,5,13,Xerez,Córdoba,0,1,2,false,official-2008-2009-5,official-2008-2009-5-13,Xerez,Córdoba,xerez,cordoba,Xerez,Cordoba,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-21T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-21,2008-2009,2008-2009,5,14,CD. Castellón,Albacete,1,0,1,false,official-2008-2009-5,official-2008-2009-5-14,CD. Castellón,Albacete,castellon,albacete,CD. Castellón,Albacete,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-21T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-21,2008-2009,2008-2009,5,15,Betis,Sevilla,0,0,X,true,official-2008-2009-5,official-2008-2009-5-15,Betis,Sevilla,betis,sevilla,Betis,Sevilla,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-21T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-24,2008-2009,2008-2009,6,1,Valladolid,Almería,2,0,1,false,official-2008-2009-6,official-2008-2009-6-1,Valladolid,Almería,valladolid,almeria,Valladolid,Almeria,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-24T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-24,2008-2009,2008-2009,6,2,Recreativo,Athletic de Bilbao,1,1,X,false,official-2008-2009-6,official-2008-2009-6-2,Recreativo,Athletic de Bilbao,recreativo,athletic,Recreativo,Athletic Club,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-24T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-24,2008-2009,2008-2009,6,3,Getafe,Atlético de Madrid,1,2,2,false,official-2008-2009-6,official-2008-2009-6-3,Getafe,Atlético de Madrid,getafe,atleticomadrid,Getafe,Atletico Madrid,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-24T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-24,2008-2009,2008-2009,6,4,Sevilla,Espanyol,2,0,1,false,official-2008-2009-6,official-2008-2009-6-4,Sevilla,Espanyol,sevilla,espanyol,Sevilla,Espanyol,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-24T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-24,2008-2009,2008-2009,6,5,Barcelona,Betis,3,2,1,false,official-2008-2009-6,official-2008-2009-6-5,Barcelona,Betis,barcelona,betis,Barcelona,Betis,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-24T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-24,2008-2009,2008-2009,6,6,Real Madrid,Sporting de Gijón,7,1,1,false,official-2008-2009-6,official-2008-2009-6-6,Real Madrid,Sporting de Gijón,realmadrid,sporting,Real Madrid,Sporting,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-24T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-24,2008-2009,2008-2009,6,7,Villarreal,Racing De Santander,2,0,1,false,official-2008-2009-6,official-2008-2009-6-7,Villarreal,Racing De Santander,villarreal,racingsantander,Villarreal,Racing Santander,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-24T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-24,2008-2009,2008-2009,6,8,Mallorca,Numancia,2,0,1,false,official-2008-2009-6,official-2008-2009-6-8,Mallorca,Numancia,mallorca,numancia,Mallorca,Numancia,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-24T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-24,2008-2009,2008-2009,6,9,Osasuna,Deportivo,0,0,X,false,official-2008-2009-6,official-2008-2009-6-9,Osasuna,Deportivo,osasuna,deportivo,Osasuna,Deportivo,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-24T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-24,2008-2009,2008-2009,6,10,Génova,Roma,3,1,1,false,official-2008-2009-6,official-2008-2009-6-10,Génova,Roma,genova,roma,Génova,Roma,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-24T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-24,2008-2009,2008-2009,6,11,Lazio,Fiorentina,3,0,1,false,official-2008-2009-6,official-2008-2009-6-11,Lazio,Fiorentina,lazio,fiorentina,Lazio,Fiorentina,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-24T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-24,2008-2009,2008-2009,6,12,Nápoles,Palermo,2,1,1,false,official-2008-2009-6,official-2008-2009-6-12,Nápoles,Palermo,napoles,palermo,Nápoles,Palermo,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-24T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-24,2008-2009,2008-2009,6,13,Reggina,Milan,1,2,2,false,official-2008-2009-6,official-2008-2009-6-13,Reggina,Milan,reggina,milan,Reggina,Milan,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-24T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-24,2008-2009,2008-2009,6,14,Siena,Sampdoria,0,0,X,false,official-2008-2009-6,official-2008-2009-6-14,Siena,Sampdoria,siena,sampdoria,Siena,Sampdoria,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-24T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-24,2008-2009,2008-2009,6,15,Málaga,Valencia,0,2,2,true,official-2008-2009-6,official-2008-2009-6-15,Málaga,Valencia,malaga,valencia,Malaga,Valencia,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-24T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-28,2008-2009,2008-2009,7,1,Málaga,Valladolid,2,1,1,false,official-2008-2009-7,official-2008-2009-7-1,Málaga,Valladolid,malaga,valladolid,Malaga,Valladolid,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-28T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-28,2008-2009,2008-2009,7,2,Almería,Recreativo,1,0,1,false,official-2008-2009-7,official-2008-2009-7-2,Almería,Recreativo,almeria,recreativo,Almeria,Recreativo,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-28T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-28,2008-2009,2008-2009,7,3,Athletic de Bilbao,Getafe,0,1,2,false,official-2008-2009-7,official-2008-2009-7-3,Athletic de Bilbao,Getafe,athletic,getafe,Athletic Club,Getafe,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-28T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-28,2008-2009,2008-2009,7,4,Atlético de Madrid,Sevilla,0,1,2,false,official-2008-2009-7,official-2008-2009-7-4,Atlético de Madrid,Sevilla,atleticomadrid,sevilla,Atletico Madrid,Sevilla,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-28T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-28,2008-2009,2008-2009,7,5,Betis,Real Madrid,1,2,2,false,official-2008-2009-7,official-2008-2009-7-5,Betis,Real Madrid,betis,realmadrid,Betis,Real Madrid,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-28T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-28,2008-2009,2008-2009,7,6,Sporting de Gijón,Villarreal,0,1,2,false,official-2008-2009-7,official-2008-2009-7-6,Sporting de Gijón,Villarreal,sporting,villarreal,Sporting,Villarreal,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-28T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-28,2008-2009,2008-2009,7,7,Racing De Santander,Mallorca,1,2,2,false,official-2008-2009-7,official-2008-2009-7-7,Racing De Santander,Mallorca,racingsantander,mallorca,Racing Santander,Mallorca,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-28T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-28,2008-2009,2008-2009,7,8,Numancia,Osasuna,0,0,X,false,official-2008-2009-7,official-2008-2009-7-8,Numancia,Osasuna,numancia,osasuna,Numancia,Osasuna,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-28T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-28,2008-2009,2008-2009,7,9,Valencia,Deportivo,4,2,1,false,official-2008-2009-7,official-2008-2009-7-9,Valencia,Deportivo,valencia,deportivo,Valencia,Deportivo,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-28T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-28,2008-2009,2008-2009,7,10,R. Zaragoza,Ucam Murcia,2,1,1,false,official-2008-2009-7,official-2008-2009-7-10,R. Zaragoza,Ucam Murcia,zaragoza,ucammurcia,Zaragoza,UCAM Murcia,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-28T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-28,2008-2009,2008-2009,7,11,Real Sociedad,Alavés,1,1,X,false,official-2008-2009-7,official-2008-2009-7-11,Real Sociedad,Alavés,realsociedad,alaves,Real Sociedad,Alaves,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-28T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-28,2008-2009,2008-2009,7,12,Rayo Vallecano,Xerez,3,3,X,false,official-2008-2009-7,official-2008-2009-7-12,Rayo Vallecano,Xerez,rayovallecano,xerez,Rayo Vallecano,Xerez,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-28T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-28,2008-2009,2008-2009,7,13,Salamanca,CD. Castellón,1,0,1,false,official-2008-2009-7,official-2008-2009-7-13,Salamanca,CD. Castellón,salamanca,castellon,Salamanca,CD. Castellón,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-28T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-28,2008-2009,2008-2009,7,14,Celta,Tenerife,2,1,1,false,official-2008-2009-7,official-2008-2009-7-14,Celta,Tenerife,celta,tenerife,Celta,Tenerife,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-28T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-09-28,2008-2009,2008-2009,7,15,Espanyol,Barcelona,1,2,2,true,official-2008-2009-7,official-2008-2009-7-15,Espanyol,Barcelona,espanyol,barcelona,Espanyol,Barcelona,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-09-28T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-05,2008-2009,2008-2009,9,1,Valladolid,Valencia,0,1,2,false,official-2008-2009-9,official-2008-2009-9-1,Valladolid,Valencia,valladolid,valencia,Valladolid,Valencia,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-05T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-05,2008-2009,2008-2009,9,2,Recreativo,Málaga,0,4,2,false,official-2008-2009-9,official-2008-2009-9-2,Recreativo,Málaga,recreativo,malaga,Recreativo,Malaga,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-05T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-05,2008-2009,2008-2009,9,3,Getafe,Almería,2,2,X,false,official-2008-2009-9,official-2008-2009-9-3,Getafe,Almería,getafe,almeria,Getafe,Almeria,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-05T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-05,2008-2009,2008-2009,9,4,Sevilla,Athletic de Bilbao,4,0,1,false,official-2008-2009-9,official-2008-2009-9-4,Sevilla,Athletic de Bilbao,sevilla,athletic,Sevilla,Athletic Club,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-05T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-05,2008-2009,2008-2009,9,5,Real Madrid,Espanyol,2,2,X,false,official-2008-2009-9,official-2008-2009-9-5,Real Madrid,Espanyol,realmadrid,espanyol,Real Madrid,Espanyol,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-05T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-05,2008-2009,2008-2009,9,6,Villarreal,Betis,2,1,1,false,official-2008-2009-9,official-2008-2009-9-6,Villarreal,Betis,villarreal,betis,Villarreal,Betis,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-05T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-05,2008-2009,2008-2009,9,7,Mallorca,Sporting de Gijón,0,2,2,false,official-2008-2009-9,official-2008-2009-9-7,Mallorca,Sporting de Gijón,mallorca,sporting,Mallorca,Sporting,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-05T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-05,2008-2009,2008-2009,9,8,Osasuna,Racing De Santander,0,1,2,false,official-2008-2009-9,official-2008-2009-9-8,Osasuna,Racing De Santander,osasuna,racingsantander,Osasuna,Racing Santander,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-05T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-05,2008-2009,2008-2009,9,9,Deportivo,Numancia,1,0,1,false,official-2008-2009-9,official-2008-2009-9-9,Deportivo,Numancia,deportivo,numancia,Deportivo,Numancia,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-05T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-05,2008-2009,2008-2009,9,10,Ucam Murcia,Elche,1,0,1,false,official-2008-2009-9,official-2008-2009-9-10,Ucam Murcia,Elche,ucammurcia,elche,UCAM Murcia,Elche,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-05T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-05,2008-2009,2008-2009,9,11,Hércules,R. Zaragoza,2,1,1,false,official-2008-2009-9,official-2008-2009-9-11,Hércules,R. Zaragoza,hercules,zaragoza,Hércules,Zaragoza,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-05T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-05,2008-2009,2008-2009,9,12,Alavés,Las Palmas,2,1,1,false,official-2008-2009-9,official-2008-2009-9-12,Alavés,Las Palmas,alaves,laspalmas,Alaves,Las Palmas,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-05T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-05,2008-2009,2008-2009,9,13,CD. Castellón,Córdoba,1,1,X,false,official-2008-2009-9,official-2008-2009-9-13,CD. Castellón,Córdoba,castellon,cordoba,CD. Castellón,Cordoba,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-05T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-05,2008-2009,2008-2009,9,14,C. Gimnastic,Salamanca,2,0,1,false,official-2008-2009-9,official-2008-2009-9-14,C. Gimnastic,Salamanca,cgimnastic,salamanca,C. Gimnastic,Salamanca,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-05T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-05,2008-2009,2008-2009,9,15,Barcelona,Atlético de Madrid,6,1,1,true,official-2008-2009-9,official-2008-2009-9-15,Barcelona,Atlético de Madrid,barcelona,atleticomadrid,Barcelona,Atletico Madrid,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-05T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-12,2008-2009,2008-2009,10,1,Estonia,España,0,3,2,false,official-2008-2009-10,official-2008-2009-10-1,Estonia,España,estonia,espana,Estonia,España,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-12T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-12,2008-2009,2008-2009,10,2,Suecia,Portugal,0,0,X,false,official-2008-2009-10,official-2008-2009-10-2,Suecia,Portugal,suecia,portugal,Suecia,Portugal,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-12T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-12,2008-2009,2008-2009,10,3,Polonia,Repub. Checa,2,1,1,false,official-2008-2009-10,official-2008-2009-10-3,Polonia,Repub. Checa,polonia,repubcheca,Polonia,Repub. Checa,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-12T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-12,2008-2009,2008-2009,10,4,Alemania,Rusia,2,1,1,false,official-2008-2009-10,official-2008-2009-10-4,Alemania,Rusia,alemania,rusia,Alemania,Rusia,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-12T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-12,2008-2009,2008-2009,10,5,Ucam Murcia,Hércules,0,0,X,false,official-2008-2009-10,official-2008-2009-10-5,Ucam Murcia,Hércules,ucammurcia,hercules,UCAM Murcia,Hércules,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-12T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-12,2008-2009,2008-2009,10,6,R. Zaragoza,Alavés,4,2,1,false,official-2008-2009-10,official-2008-2009-10-6,R. Zaragoza,Alavés,zaragoza,alaves,Zaragoza,Alaves,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-12T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-12,2008-2009,2008-2009,10,7,Las Palmas,Sevilla Ath.,2,0,1,false,official-2008-2009-10,official-2008-2009-10-7,Las Palmas,Sevilla Ath.,laspalmas,sevillaath,Las Palmas,Sevilla Ath.,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-12T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-12,2008-2009,2008-2009,10,8,Real Sociedad,Xerez,0,0,X,false,official-2008-2009-10,official-2008-2009-10-8,Real Sociedad,Xerez,realsociedad,xerez,Real Sociedad,Xerez,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-12T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-12,2008-2009,2008-2009,10,9,Levante,Girona,1,1,X,false,official-2008-2009-10,official-2008-2009-10-9,Levante,Girona,levante,girona,Levante,Girona,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-12T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-12,2008-2009,2008-2009,10,10,Rayo Vallecano,CD. Castellón,4,2,1,false,official-2008-2009-10,official-2008-2009-10-10,Rayo Vallecano,CD. Castellón,rayovallecano,castellon,Rayo Vallecano,CD. Castellón,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-12T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-12,2008-2009,2008-2009,10,11,Salamanca,Eibar,2,0,1,false,official-2008-2009-10,official-2008-2009-10-11,Salamanca,Eibar,salamanca,eibar,Salamanca,Eibar,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-12T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-12,2008-2009,2008-2009,10,12,Albacete,Tenerife,0,1,2,false,official-2008-2009-10,official-2008-2009-10-12,Albacete,Tenerife,albacete,tenerife,Albacete,Tenerife,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-12T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-12,2008-2009,2008-2009,10,13,Alicante,Huesca,1,3,2,false,official-2008-2009-10,official-2008-2009-10-13,Alicante,Huesca,alicante,huesca,Alicante,Huesca,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-12T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-12,2008-2009,2008-2009,10,14,Elche,Celta,1,1,X,false,official-2008-2009-10,official-2008-2009-10-14,Elche,Celta,elche,celta,Elche,Celta,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-12T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-12,2008-2009,2008-2009,10,15,Córdoba,C. Gimnastic,0,0,X,true,official-2008-2009-10,official-2008-2009-10-15,Córdoba,C. Gimnastic,cordoba,cgimnastic,Cordoba,C. Gimnastic,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-12T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-15,2008-2009,2008-2009,11,1,Bélgica,España,1,2,2,false,official-2008-2009-11,official-2008-2009-11-1,Bélgica,España,belgica,espana,Bélgica,España,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-15T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-15,2008-2009,2008-2009,11,2,Estonia,Turquia,0,0,X,false,official-2008-2009-11,official-2008-2009-11-2,Estonia,Turquia,estonia,turquia,Estonia,Turquia,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-15T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-15,2008-2009,2008-2009,11,3,Portugal,Albania,0,0,X,false,official-2008-2009-11,official-2008-2009-11-3,Portugal,Albania,portugal,albania,Portugal,Albania,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-15T00:00,2026-06-18T06:17:36.532926Z,false,false
2008-10-15,2008-2009,2008-2009,11,4,Luxemburgo,Moldavia,0,0,X,false,official-2008-2009-11,official-2008-2009-11-4,Luxemburgo,Moldavia,luxemburgo,moldavia,Luxemburgo,Moldavia,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2008-10-15T00:00,2026-06-18T06:17:36.532926Z,false,false
